"","ID","TAXGRSC","X","Y"
"1","id3302",NA,9.998932337,51.5761288060097
"2","id0093",NA,9.998892282096,51.5710147910507
"3","id2827",NA,9.99896659720874,51.5744027565549
"4","id1858",NA,9.99901747625504,51.5721192888528
"5","idx002",NA,9.99909597301057,51.5750398253704
"6","idx003",NA,9.99918087447847,51.5762794903389
"7","id2828",NA,9.99924228593742,51.5771058924995
"8","id0094",NA,9.99908359103462,51.5692154957068
"9","id1859",NA,9.99892349625773,51.5592847465341
"10","id0095",NA,9.99932014560746,51.5767097430968
"11","idx004",NA,9.99907496715137,51.5635619068475
"12","id3303",NA,9.99883364999252,51.5518970878736
"13","idx005",NA,9.99881655277046,51.5504590964054
"14","id0096",NA,9.99881623453577,51.5491288219913
"15","id2829",NA,9.99915520230113,51.562617447641
"16","idx006",NA,9.99909909789003,51.5587439498496
"17","id2830",NA,9.99905358398329,51.5527221429472
"18","id0097",NA,9.99930130105167,51.5640183836799
"19","id3304",NA,9.99888856673157,51.5445351521323
"20","idx007",NA,9.99924574262697,51.5608279962508
"21","idx008",NA,9.99879705204795,51.5397001884505
"22","idx009",NA,9.99893626007395,51.5460537796292
"23","id0098",NA,9.99948159649781,51.5702637389992
"24","id3305",NA,9.99886958180353,51.5416949892798
"25","id0100",NA,9.99918454245587,51.5560646941881
"26","id0099",NA,9.99946722473669,51.5689515653239
"27","idx010",NA,9.99967679077378,51.5758707900105
"28","idx011",NA,9.99974590573678,51.5770476707768
"29","id2832",NA,9.99905774133014,51.5450190825984
"30","id2831",NA,9.99909398229114,51.5466726329645
"31","idx012",NA,9.99911427086057,51.54759826149
"32","id2834",NA,9.9988677696743,51.5356907698644
"33","id2833",NA,9.99917616072514,51.5497639290856
"34","idx013",NA,9.99891328344402,51.5371105459791
"35","id2835",NA,9.99899896775876,51.5403636078831
"36","idx014",NA,9.99922872750091,51.5488736335136
"37","idx015",NA,9.99904562238858,51.5392037101154
"38","id1860",NA,9.9993979159111,51.5539596016295
"39","idx016",NA,9.99951440946529,51.5592707231163
"40","id2836",NA,9.99926362539893,51.5458622345683
"41","id3306",NA,9.99904391318468,51.5345207795506
"42","id0101",NA,9.99994925725762,51.5751404132791
"43","id2837",NA,9.99966881219539,51.560392950051
"44","id0102",NA,9.99919089115831,51.5359666563679
"45","id1861",NA,9.99992534112086,51.5681387103857
"46","idx017",NA,9.99945851227286,51.5455459807596
"47","id2838",NA,9.99957410025167,51.5481875744015
"48","id2839",NA,9.99999044538983,51.5638776842392
"49","id0103",NA,10.0002113064988,51.571309152362
"50","id1862","Pararendzina",9.99883986509857,51.5067753198482
"51","id0104",NA,10.0002050322954,51.5690531351839
"52","id0105",NA,9.99996692744826,51.5575500910299
"53","id2840","Braunerde",9.99886001427963,51.5063796575202
"54","id0106",NA,9.99954671670753,51.5377343340044
"55","id0107",NA,9.9995977710178,51.5394057367144
"56","id1863",NA,9.99955879285232,51.536970218927
"57","id0108",NA,10.0003699167692,51.5726200952799
"58","id1864",NA,10.0000475485304,51.5559674540369
"59","idx019",NA,10.0002250920977,51.5640554499261
"60","id0109",NA,10.0005530054711,51.5763576759082
"61","id3307",NA,10.0000367986298,51.5521924373191
"62","id0110",NA,10.0001829652425,51.5581954096441
"63","id2841",NA,9.99969692835813,51.5334096422199
"64","idx020",NA,9.9999957137935,51.5463773184919
"65","id0111","Parabraunerde",9.99911100686801,51.5053438495932
"66","idx021",NA,9.99995059253702,51.5436632165301
"67","id2842",NA,9.99981138676287,51.5340288646723
"68","id0112",NA,10.0006117652081,51.569184490606
"69","id3308",NA,10.0000132808827,51.5406066357207
"70","id0113",NA,10.0004171754954,51.5590113513617
"71","idx022",NA,9.99942510507955,51.5078489421152
"72","idx023",NA,10.0000402901984,51.5359234609978
"73","idx024",NA,10.0003147436242,51.5477767820296
"74","id1865",NA,10.0001635676293,51.538915539391
"75","id0114",NA,10.0001417083308,51.537261864448
"76","id0115","Parabraunerde",9.99935707081328,51.5007936069213
"77","idx025",NA,10.000464341681,51.5421128343814
"78","id3485",NA,10.0006231280079,51.5493471141363
"79","idx026",NA,10.0009825800887,51.5630872344553
"80","id0117",NA,10.0007282025046,51.547566521735
"81","id0116",NA,10.0013458559484,51.5756767853125
"82","id0118","Parabraunerde",9.99971258632472,51.4992715299284
"83","id2843",NA,10.00064658107,51.5412214304068
"84","id0119","Pararendzina",9.99999996717645,51.5077901087886
"85","id2844",NA,10.0011252220009,51.554484168773
"86","id0120",NA,10.0013246749904,51.5635606960104
"87","id2845",NA,10.0011832829707,51.5538454999408
"88","id1866",NA,10.0016352711991,51.5737508127408
"89","id1867",NA,10.0009174516915,51.5404281415324
"90","id0121",NA,10.0013949834428,51.560854604705
"91","id0122",NA,10.0016769317619,51.571710106809
"92","id0123",NA,10.0009938575127,51.5399690821543
"93","id0124",NA,10.001774143064,51.5728507940603
"94","idx027",NA,10.0016027840973,51.5644032249681
"95","id1868",NA,10.0012039027838,51.540344800484
"96","id0125","Pararendzina",10.0005253213236,51.5074440656952
"97","id0126",NA,10.0019552733845,51.5712493244309
"98","id1869",NA,10.0012305987716,51.5349964873075
"99","id2846",NA,10.001495480476,51.5450881702863
"100","id0127",NA,10.0016388378209,51.5503001967696
"101","id2847",NA,10.0018626224523,51.5565451919916
"102","id0128","Braunerde",10.0007685979674,51.5060577715861
"103","idx028",NA,10.0021355462705,51.5669873146951
"104","id1870",NA,10.0014463548503,51.5336643638435
"105","id2848",NA,10.002328313088,51.5737808451346
"106","idx029",NA,10.0022076164561,51.5656744017064
"107","id1871",NA,10.0025017916061,51.5744534867793
"108","id0129",NA,10.0024748669935,51.572575156813
"109","id3309",NA,10.002011006275,51.5468994159779
"110","id2849",NA,10.0027153297887,51.5736696770218
"111","id1872",NA,10.0019961309044,51.5403200561564
"112","id0130",NA,10.0020342297325,51.5400860328077
"113","id3310",NA,10.0024313569953,51.5555246478316
"114","id0131",NA,10.0026773642496,51.5667040451141
"115","idx030",NA,10.0026864216253,51.5658051339929
"116","id2850","Regosol",10.0013846853897,51.5045963848089
"117","id2851",NA,10.0014736072277,51.5079932499157
"118","id0132","Parabraunerde",10.0013072466634,51.4997522817925
"119","id0133",NA,10.0026115232187,51.5578151370654
"120","id0134","Braunerde",10.0014387557141,51.5031218205049
"121","id1873",NA,10.0024307871658,51.5476328739143
"122","id3311",NA,10.0025792059743,51.5530695630564
"123","id0135",NA,10.0025890402321,51.5515504465501
"124","id0136","Pelosol",10.0016135155327,51.5038663669446
"125","id2852",NA,10.0024962337423,51.5427426421488
"126","idx031",NA,10.0031111244735,51.5615140634097
"127","id1874",NA,10.0027701168543,51.5447087532739
"128","id0137",NA,10.0027105700353,51.5400353088522
"129","id0138",NA,10.0030613143972,51.5553215171919
"130","idx032",NA,10.0034313116876,51.5662302030782
"131","id0139","Parabraunerde",10.0019829935553,51.4990454090607
"132","id1875",NA,10.0034450734161,51.5648908229177
"133","id0140","Braunerde",10.0021033063402,51.5025588581856
"134","id0141",NA,10.0034826913557,51.5626703808075
"135","idx033",NA,10.0031674643671,51.547698480644
"136","idx034",NA,10.0031607714511,51.5428088654908
"137","id3312","Regosol",10.0024889502121,51.5043802118718
"138","id0142",NA,10.003647396293,51.5505077313092
"139","id0143",NA,10.003890229614,51.5569503040181
"140","id1876",NA,10.0037108997268,51.5448804711937
"141","idx035",NA,10.0036556683005,51.5417170371571
"142","id2853",NA,10.0041947805444,51.5635721079299
"143","id3313",NA,10.0041075083445,51.5543777746374
"144","id2854",NA,10.0041842634805,51.5565522989961
"145","id0144",NA,10.0042110003504,51.5577654974642
"146","id3487",NA,10.0041522999642,51.5537931479539
"147","id0145",NA,10.0045843222579,51.5720807255339
"148","id2855",NA,10.0045948287478,51.5725570169742
"149","id3314",NA,10.004115871525,51.5488678386452
"150","idx036",NA,10.004061734311,51.541174258096
"151","id3488",NA,10.0047916273065,51.5729777825247
"152","idx037",NA,10.0041229801439,51.5419916756851
"153","id0146",NA,10.0044922047508,51.5574395084057
"154","id1877","Pelosol",10.0034310331989,51.503338481385
"155","idx038",NA,10.0043221338433,51.5379452003419
"156","id0147","Parabraunerde",10.0034873287001,51.4993471347274
"157","idx039",NA,10.0048017958002,51.5512079254196
"158","id3315",NA,10.0051004679513,51.5621352024846
"159","idx040",NA,10.0048815971559,51.5515577876288
"160","id2856",NA,10.0047319800282,51.5441167030395
"161","id2857",NA,10.0049079486457,51.5475217867688
"162","id3316",NA,10.0049812558758,51.5482312393762
"163","id1878",NA,10.0049822434432,51.5456605579457
"164","idx041",NA,10.0054887987922,51.5666619975822
"165","id1879",NA,10.0048411251991,51.535334122736
"166","idx042",NA,10.0049837283716,51.5418045337147
"167","id0148",NA,10.005000071664,51.5412381260001
"168","id1880",NA,10.0055821249502,51.567622949481
"169","id1881",NA,10.0055428848092,51.5599652183282
"170","id2858",NA,10.0050925284882,51.5369319000374
"171","id3317",NA,10.0055262796617,51.5533319562715
"172","id3319",NA,10.0054354184258,51.5485599155027
"173","id3318",NA,10.0057795088937,51.5641517578817
"174","idx043",NA,10.0055096034096,51.5434269208109
"175","id1882",NA,10.0061682342158,51.5732625954051
"176","id0149","Kolluvisol",10.0045861534407,51.4995444561355
"177","id1883",NA,10.0054341037359,51.5354279113773
"178","id0150","Regosol",10.0047294964594,51.5021318969289
"179","id2859",NA,10.0058438861006,51.5520438970245
"180","id0151",NA,10.0055726243682,51.5371345162344
"181","id0152",NA,10.0063181371562,51.5676436012608
"182","id2860",NA,10.0059523317089,51.5504250617266
"183","id3320",NA,10.0060810035485,51.5497228654822
"184","id2861",NA,10.0060198491046,51.5443393580191
"185","id3321",NA,10.0060497341524,51.5430807294559
"186","id1884",NA,10.0066906718346,51.5707953095923
"187","id0153",NA,10.006298419752,51.5517343929826
"188","id1885","Pseudogley",10.0051476496726,51.4988834863365
"189","id3490",NA,10.0064118444533,51.5542591483983
"190","idx044",NA,10.0065913003866,51.5623830774502
"191","id3322",NA,10.0064633023808,51.5552833793653
"192","id0154",NA,10.0062649834354,51.5397711599943
"193","idx045",NA,10.0068790423977,51.5669197198981
"194","id0155",NA,10.0067088045187,51.5572587099206
"195","id1886",NA,10.0065150531802,51.5465282705277
"196","id2862",NA,10.0065600999178,51.5485682431728
"197","idx046",NA,10.0070102940987,51.5676376599914
"198","idx047",NA,10.0069951114783,51.5662985279302
"199","id1887",NA,10.0071107227247,51.5682659811963
"200","id0156",NA,10.0065962409679,51.5397593282061
"201","id1888",NA,10.0069017407577,51.5522864922664
"202","id2863",NA,10.0069241774731,51.5533019842291
"203","idx048",NA,10.0072688592379,51.5675904978092
"204","idx049",NA,10.0075126345804,51.5733948672573
"205","id1889",NA,10.0073234286961,51.5635362874327
"206","id3323",NA,10.007383311703,51.5623313348564
"207","id3324",NA,10.0071633816529,51.5491203416154
"208","id0157",NA,10.0070735938733,51.5430989051864
"209","id1890",NA,10.0072119226675,51.5441403683182
"210","id0158",NA,10.0075075259905,51.5549058896726
"211","id1892",NA,10.007339022636,51.545325741531
"212","id1891",NA,10.0076535131547,51.5595516139783
"213","id1893",NA,10.007598015299,51.5537815674693
"214","id0159",NA,10.008111881537,51.5724459432012
"215","id1894",NA,10.0079632118412,51.5650767851979
"216","id3491",NA,10.0079828984314,51.5659664617712
"217","id0160",NA,10.0081261018004,51.5711335244996
"218","idx050",NA,10.0081959256922,51.5729845205909
"219","id3325",NA,10.0078642406292,51.555388195568
"220","id3326",NA,10.0079535979423,51.558776036896
"221","id0161",NA,10.0077046612965,51.5423025062923
"222","id3327",NA,10.0081410205845,51.5587744257885
"223","id1895",NA,10.0080531192569,51.5437196742166
"224","id1896","Pararendzina",10.0071107084903,51.5003946700629
"225","id3492",NA,10.008358954642,51.5503774258828
"226","id0162",NA,10.0084086592412,51.5500174638717
"227","id0163",NA,10.0087554499475,51.5637307101092
"228","idx051",NA,10.0086615831871,51.5536286100398
"229","id2864",NA,10.0088258309976,51.5545350213478
"230","id1897",NA,10.0091229125,51.5653454505038
"231","id2865",NA,10.0089872526868,51.5585694040025
"232","id3493",NA,10.0091042323328,51.5612469258168
"233","idx052",NA,10.0094016043231,51.5740167962326
"234","id1898",NA,10.0090028892744,51.5540661033264
"235","id1899","Pelosol",10.0099978634506,51.5969947785991
"236","id3494",NA,10.0090453190645,51.5527264725966
"237","id3495",NA,10.0090731331554,51.551377978958
"238","id3496",NA,10.0093484243243,51.5605527214324
"239","id2866",NA,10.0093145166907,51.5518612730992
"240","id1900",NA,10.0096206132014,51.5650265748263
"241","id2867","Pararendzina",10.0082856040473,51.5027305511529
"242","id1901",NA,10.0092446816555,51.5441498543556
"243","id0164","Pararendzina",10.0104605360078,51.5976828928107
"244","id2868",NA,10.0097009361906,51.55823968049
"245","id1902","Pelosol",10.0105809373539,51.5959561027429
"246","id1903","Pararendzina",10.0085615886626,51.5015327147895
"247","id1904","Regosol",10.008585542785,51.4993573065475
"248","id1905","Pelosol",10.0086349971897,51.4989883549278
"249","id2870",NA,10.0103136447133,51.5715641168737
"250","id2869","Pararendzina",10.0109049993534,51.5982003844955
"251","id3497",NA,10.0100303595896,51.550983238101
"252","id2871",NA,10.0103640957822,51.5640853839731
"253","idx053",NA,10.0103120273747,51.558486091142
"254","id0165",NA,10.0106966483599,51.5732236583991
"255","id2872",NA,10.0104613157629,51.5574151907303
"256","id1906",NA,10.0104789888975,51.5569116905507
"257","id2873",NA,10.0107949887442,51.5711554942916
"258","id1907",NA,10.0102630424073,51.5452196893758
"259","id3328",NA,10.0104732833366,51.5540534419593
"260","idx054",NA,10.0114291519345,51.597108282592
"261","idx055",NA,10.0106668829994,51.5621323037338
"262","id3498",NA,10.0105349354731,51.5522822035202
"263","id3499",NA,10.0109757377147,51.5702011727848
"264","id2874","Pararendzina",10.0116595341943,51.5983826339285
"265","id1908",NA,10.0108266661293,51.5602343848451
"266","idx056",NA,10.0109324715754,51.5637029752495
"267","id2875",NA,10.0107427304918,51.554500537772
"268","id0166",NA,10.0110528584439,51.5678275867429
"269","idx057",NA,10.0111203134527,51.568267433819
"270","id1909",NA,10.0109973251672,51.5575274194397
"271","id0167",NA,10.0113158886575,51.5718790587605
"272","id2876","Regosol",10.0118260996417,51.5948398081847
"273","id3329",NA,10.0111943148399,51.5625052676455
"274","id2877",NA,10.0112615414118,51.5655337603881
"275","idx058",NA,10.0111152876867,51.5550456158715
"276","idx059",NA,10.0114570615465,51.569792547504
"277","id1910",NA,10.0113536433706,51.5586389028991
"278","id1911","Pelosol",10.0121958801301,51.5939467761789
"279","id2878",NA,10.0115815112554,51.5637063668431
"280","id0168","Regosol",10.0125000532812,51.5985371715211
"281","id0169","Braunerde",10.0103600399643,51.5001509834039
"282","id2879",NA,10.0115730067048,51.5548798778143
"283","idx060",NA,10.0104651304386,51.5042488047897
"284","id2880",NA,10.0117653526358,51.5583477241377
"285","id0170","Pelosol",10.0126998687299,51.5984365754508
"286","id0171",NA,10.0121536021978,51.5706314418548
"287","id1912","Pelosol",10.0127838731789,51.5976718450725
"288","idx061",NA,10.0118681574031,51.5545357736698
"289","idx062",NA,10.0118700506983,51.5533223286097
"290","idx063",NA,10.0108599173631,51.5025645633849
"291","id1913","Pelosol",10.0129246932739,51.5942730521724
"292","id3330",NA,10.012229835852,51.5623794855796
"293","idx064",NA,10.0124650062536,51.5645256704251
"294","idx065",NA,10.0111498875021,51.5046024371498
"295","idx066",NA,10.0126354503633,51.5715440926384
"296","id1915","Pelosol",10.0111446598306,51.5011149688741
"297","id0172","Pelosol",10.0111896411011,51.503145967736
"298","id1914",NA,10.0124724269651,51.5609662204878
"299","id2881",NA,10.0127960108194,51.5690349601384
"300","id0173",NA,10.0128306148511,51.5699424834704
"301","id1916","Pararendzina",10.0133936047594,51.5945925809667
"302","id0174","Pelosol",10.0113201685871,51.4999359690438
"303","id1917","Pararendzina",10.011460972801,51.5017414304606
"304","id3331","Pararendzina",10.013611664752,51.5933682877913
"305","id3332","Pararendzina",10.013704995643,51.5956145566941
"306","id0175","Braunerde",10.0116423750378,51.4995287086775
"307","id1918","Pararendzina",10.0119594752294,51.5047392654748
"308","id1919","Braunerde",10.0139749800812,51.5928348378616
"309","id3333",NA,10.0134060099226,51.5653354820622
"310","id2882",NA,10.0131909812401,51.5550187114042
"311","idx068",NA,10.013459240488,51.5664316000485
"312","id3334",NA,10.013361292821,51.556841876599
"313","id1920",NA,10.0138045987156,51.5702846131923
"314","idx069",NA,10.014462514891,51.59399011368
"315","id0176",NA,10.013996732027,51.5679010421505
"316","id0177","Pelosol",10.014706793034,51.5984731624
"317","idx070",NA,10.0140898981634,51.5662553698633
"318","id1921","Pelosol",10.0127661689921,51.5034469519685
